,Window,Tuples
229,230,109
230,231,109
231,232,109
232,233,109
233,234,109
234,235,109
235,236,109
236,237,109
237,238,109
238,239,109
239,240,109
240,241,109
241,242,109
242,243,109
243,244,109
244,245,109
245,246,108
246,247,108
247,248,108
248,249,108
249,250,108
250,251,108
251,252,108
252,253,107
253,254,107
254,255,107
255,256,107
256,257,107
257,258,107
258,259,107
259,260,107
260,261,107
261,262,107
262,263,107
263,264,107
264,265,107
265,266,107
266,267,107
267,268,107
268,269,107
269,270,107
270,271,107
271,272,106
272,273,106
273,274,106
274,275,106
275,276,106
276,277,106
277,278,106
278,279,106
279,280,106
280,281,106
281,282,106
282,283,106
283,284,106
284,285,106
285,286,106
286,287,106
287,288,106
288,289,106
289,290,106
290,291,106
291,292,106
292,293,106
293,294,106
294,295,106
295,296,106
296,297,106
297,298,106
298,299,106
299,300,106
300,301,106
301,302,106
302,303,106
303,304,106
304,305,106
305,306,106
306,307,106
307,308,106
308,309,106
309,310,106
310,311,106
311,312,106
312,313,106
313,314,106
314,315,106
315,316,106
316,317,106
317,318,106
318,319,106
319,320,106
320,321,106
321,322,106
322,323,105
323,324,105
324,325,105
325,326,105
326,327,105
327,328,105
328,329,105
329,330,105
330,331,105
331,332,105
332,333,105
333,334,105
334,335,105
335,336,105
336,337,105
337,338,105
338,339,105
339,340,105
340,341,105
341,342,105
342,343,105
343,344,105
344,345,105
345,346,104
346,347,104
347,348,104
348,349,104
349,350,104
350,351,103
351,352,103
352,353,103
353,354,103
354,355,103
355,356,103
356,357,103
357,358,103
358,359,103
359,360,103
360,361,103
361,362,103
362,363,103
363,364,103
364,365,103
365,366,103
366,367,103
367,368,103
368,369,103
369,370,103
370,371,103
371,372,103
372,373,103
373,374,103
374,375,103
375,376,103
376,377,103
377,378,103
378,379,103
379,380,103
380,381,103
381,382,103
382,383,103
383,384,103
384,385,103
385,386,103
386,387,103
387,388,103
388,389,103
389,390,103
390,391,103
391,392,103
392,393,102
393,394,102
394,395,102
395,396,102
396,397,102
397,398,102
398,399,102
399,400,102
400,401,102
401,402,102
402,403,102
403,404,102
404,405,102
405,406,102
406,407,102
407,408,102
408,409,102
409,410,102
410,411,102
411,412,102
412,413,102
413,414,102
414,415,102
415,416,102
416,417,102
417,418,102
418,419,102
419,420,102
420,421,102
421,422,102
422,423,102
423,424,102
424,425,102
425,426,102
426,427,102
427,428,102
428,429,102
429,430,102
430,431,102
431,432,102
432,433,102
433,434,102
434,435,102
435,436,102
436,437,102
437,438,102
438,439,102
439,440,102
440,441,102
441,442,102
442,443,102
443,444,102
444,445,102
445,446,102
446,447,102
447,448,102
448,449,102
449,450,102
450,451,102
451,452,102
452,453,102
453,454,102
454,455,102
455,456,102
456,457,102
457,458,102
458,459,102
459,460,102
460,461,102
461,462,102
462,463,102
463,464,102
464,465,102
465,466,102
466,467,102
467,468,102
468,469,102
469,470,102
470,471,102
471,472,102
472,473,102
473,474,102
474,475,102
475,476,102
476,477,102
477,478,102
478,479,102
479,480,102
480,481,102
481,482,102
482,483,101
483,484,101
484,485,101
485,486,101
486,487,101
487,488,101
488,489,101
489,490,101
490,491,101
491,492,101
492,493,101
493,494,101
494,495,101
495,496,101
496,497,101
497,498,101
498,499,101
