,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
38,1132841275,R03-M1-NF,R03,M1,NF,J07-U01,computation,r12=0x00398958 r13=0x1eeeeeee r14=0x00000000 r15=0x0000006c,0
39,1132841275,R03-M1-NF,R03,M1,NF,J07-U01,computation,r16=0x000000b1 r17=0x00000013 r18=0x0000006b r19=0x00ed4920,0
40,1132841275,R03-M1-NF,R03,M1,NF,J07-U01,computation,r20=0x40000000 r21=0x40000000 r22=0xffffd000 r23=0x0ffea5c8,0
41,1132841275,R03-M1-NF,R03,M1,NF,J07-U01,computation,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,0
42,1132841275,R03-M1-NF,R03,M1,NF,J07-U01,computation,r28=0x004c9870 r29=0xd0001080 r30=0x00000078 r31=0x00000000,0
43,1132841275,R03-M1-NF,R03,M1,NF,J07-U01,computation,Special Purpose Registers:,0
44,1132841276,R03-M1-NF,R03,M1,NF,J07-U01,computation,lr=0x0029fcac cr=0x24424242 xer=0x20000002 ctr=0x002701f8,0
45,1132841276,R03-M1-NF,R03,M1,NF,J07-U01,computation,msr=0x0002f900 dear=0x00000000 esr=0x00000000 fpscr=0x86004000,0
46,1132841276,R03-M1-NF,R03,M1,NF,J07-U01,computation,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,0
47,1132841276,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Status and Control Register: 0x86004000,0
48,1132841276,R03-M1-NF,R03,M1,NF,J07-U01,computation,exception summary........................1,0
49,1132841276,R03-M1-NF,R03,M1,NF,J07-U01,computation,enabled exception summary................0,0
50,1132841277,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception summary......0,0
51,1132841277,R03-M1-NF,R03,M1,NF,J07-U01,computation,overflow exception.......................0,0
52,1132841277,R03-M1-NF,R03,M1,NF,J07-U01,computation,underflow exception......................0,0
53,1132841277,R03-M1-NF,R03,M1,NF,J07-U01,computation,divide-by-zero exception.................1,0
54,1132841277,R03-M1-NF,R03,M1,NF,J07-U01,computation,inexact exception........................1,0
55,1132841277,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (SNAN)...........................0,0
56,1132841277,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf-Inf)........................0,0
57,1132841278,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Inf)........................0,0
58,1132841278,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Zero/Zero)......................0,0
59,1132841278,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Zero).......................0,0
60,1132841278,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (compare)........................0,0
61,1132841278,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction rounded.........................0,0
62,1132841278,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction inexact.........................0,0
63,1132841278,R03-M1-NF,R03,M1,NF,J07-U01,computation,quiet NaN................................0,0
64,1132841279,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus inf................................0,0
65,1132841279,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus normalized number..................0,0
66,1132841279,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus denormalized number................0,0
67,1132841279,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus zero...............................0,0
68,1132841279,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus zero................................0,0
69,1132841279,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus denormalized number.................0,0
70,1132841280,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus normalized number...................1,0
71,1132841280,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus infinity............................0,0
72,1132841280,R03-M1-NF,R03,M1,NF,J07-U01,computation,reserved.................................0,0
73,1132841280,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (software)...0,0
74,1132841280,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (sqrt).......0,0
75,1132841280,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (int cnvt)...0,0
76,1132841280,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable invalid operation exceptions......0,0
77,1132841281,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable overflow exceptions...............0,0
78,1132841281,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable underflow exceptions..............0,0
79,1132841281,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable divide-by-zero exceptions.........0,0
80,1132841281,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable inexact exceptions................0,0
81,1132841281,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable non-IEEE mode.....................0,0
82,1132841281,R03-M1-NF,R03,M1,NF,J07-U01,computation,round nearest............................0,0
83,1132841281,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward zero........................0,0
84,1132841282,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward +infinity...................0,0
85,1132841282,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward -infinity...................0,0
86,1132841282,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Registers:,0
87,1132841282,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr0=0x8d63692c c02280f9 00000000 40cb7f00,0
88,1132841282,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr1=0x00000000 00000000 6de2d769 40768044,0
89,1132841282,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr2=0x00000000 00000000 83e742ae c09a0207,0
90,1132841282,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr3=0x00000000 00000000 cb250ef8 4061cf8c,0
91,1132841283,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr4=0x00000000 00000000 0ffaa000 bfd98f2f,0
92,1132841283,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr5=0x1e29b995 40465fd1 28ec6124 3fd15277,0
93,1132841283,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr6=0x56fae58a 4050ed36 798582f4 bf92e6d9,0
94,1132841283,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr7=0x6aa4f635 400c9dd0 c245a32f c070b279,0
95,1132841283,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr8=0xe72ef64a bf93c286 e063712e 3fc004d2,0
96,1132841283,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr9=0xf3d13f6c c0456c7d 00000000 c01c0000,0
97,1132841283,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr10=0xac584f3a bffac6de 00000000 401c0000,0
98,1132841284,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr11=0xab4c8d38 bffcf2e2 0ffaa000 bfd98f2f,0
99,1132841284,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr12=0x1c8919e6 c08f58dd b022b757 3fc7afbd,0
100,1132841284,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr13=0x00000000 08f07178 8aa2d785 bf836735,0
101,1132841284,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr14=0xffffffff ffffffff c200fd1c 3f5fd606,0
102,1132841284,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr15=0xffffffff ffffffff f91cb30a bf5e09bb,0
103,1132841284,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr16=0xffffffff ffffffff cda452a3 3f8fdc10,0
104,1132841285,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr17=0xffffffff ffffffff b9c5f097 3feff9db,0
105,1132841285,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr18=0xffffffff ffffffff 80000000 c3300000,0
106,1132841285,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr19=0xffffffff ffffffff d6ab5368 3f553959,0
107,1132841285,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr20=0xffffffff ffffffff 00000000 3fd80000,0
108,1132841285,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr21=0xffffffff ffffffff 00000000 bfd40000,0
109,1132841285,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr22=0xffffffff ffffffff 00000000 bff00000,0
110,1132841285,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr23=0xffffffff ffffffff 00000000 3fe00000,0
111,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr24=0xffffffff ffffffff bc6a7efa bf489374,0
112,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr25=0xffffffff ffffffff aa82f4e3 3f36fdae,0
113,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr26=0xffffffff ffffffff 00000000 bfe00000,0
114,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr27=0xffffffff ffffffff 211a6973 3eda90b7,0
115,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr28=0xffffffff ffffffff d6ab5368 3f653959,0
116,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr29=0xffffffff ffffffff 00000000 408f4000,0
117,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr30=0xffffffff ffffffff 00000000 3ff00000,0
118,1132841286,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr31=0xffffffff ffffffff 00000000 00000000,0
119,1132841287,R03-M1-NF,R03,M1,NF,J07-U01,computation,rts panic! - stopping execution,0
120,1132853786,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check interrupt (bit=0x10): L2 dcache unit read return parity error,1
121,1132853786,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address: 0x002a2560,1
122,1132853786,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine Check Status Register: 0xa0000000,1
123,1132853786,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check summary.............1,1
124,1132853786,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction plb error.............0,1
125,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,data read plb error...............1,1
126,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,data write plb error..............0,1
127,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,tlb error.........................0,1
128,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,i-cache parity error..............0,1
129,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache search parity error.......0,1
130,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache flush parity error........0,1
131,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,imprecise machine check...........0,1
132,1132853787,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine State Register: 0x0002f900,1
133,1132853788,R03-M1-NF,R03,M1,NF,J07-U01,computation,wait state enable.................0,1
134,1132853788,R03-M1-NF,R03,M1,NF,J07-U01,computation,critical input interrupt enable...1,1
135,1132853788,R03-M1-NF,R03,M1,NF,J07-U01,computation,external input interrupt enable...1,1
136,1132853788,R03-M1-NF,R03,M1,NF,J07-U01,computation,problem state (0=sup,1
137,1132853788,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating point instr. enabled.....1,1
138,1132853788,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check enable..............1,1
139,1132853788,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 0 enable......1,1
140,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug wait enable.................0,1
141,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug interrupt enable............0,1
142,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 1 enable......1,1
143,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address space.........0,1
144,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,data address space................0,1
145,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,Core Configuration Register 0: 0x40002000,1
146,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable store gathering..................0,1
147,1132853789,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable apu instruction broadcast........0,1
148,1132853790,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable trace broadcast..................0,1
149,1132853790,R03-M1-NF,R03,M1,NF,J07-U01,computation,guaranteed instruction cache block touch.0,1
150,1132853790,R03-M1-NF,R03,M1,NF,J07-U01,computation,guaranteed data cache block touch........1,1
151,1132853790,R03-M1-NF,R03,M1,NF,J07-U01,computation,force load/store alignment...............0,1
152,1132853790,R03-M1-NF,R03,M1,NF,J07-U01,computation,icache prefetch depth....................0,1
153,1132853790,R03-M1-NF,R03,M1,NF,J07-U01,computation,icache prefetch threshold................0,1
154,1132853790,R03-M1-NF,R03,M1,NF,J07-U01,computation,General Purpose Registers:,1
155,1132853791,R03-M1-NF,R03,M1,NF,J07-U01,computation,r00=0x00000000 r01=0x0ffe82b0 r02=0x1eeeeeee r03=0x0ffea4c8,1
156,1132853791,R03-M1-NF,R03,M1,NF,J07-U01,computation,r04=0x00000000 r05=0x24404244 r06=0x0029fcac r07=0x0005d4f0,1
157,1132853791,R03-M1-NF,R03,M1,NF,J07-U01,computation,r08=0x00ed4920 r09=0x00000000 r10=0x003b0000 r11=0x00ed4920,1
158,1132853791,R03-M1-NF,R03,M1,NF,J07-U01,computation,r12=0x00398958 r13=0x1eeeeeee r14=0x00000000 r15=0x00000058,1
159,1132853791,R03-M1-NF,R03,M1,NF,J07-U01,computation,r16=0x000000a9 r17=0x0000007e r18=0x000000d6 r19=0x00ed4920,1
160,1132853791,R03-M1-NF,R03,M1,NF,J07-U01,computation,r20=0x40000000 r21=0x40000000 r22=0xffffd000 r23=0x0ffea5c8,1
161,1132853791,R03-M1-NF,R03,M1,NF,J07-U01,computation,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,1
162,1132853792,R03-M1-NF,R03,M1,NF,J07-U01,computation,r28=0x004c9870 r29=0xd0001080 r30=0x00000078 r31=0x00000000,1
163,1132853792,R03-M1-NF,R03,M1,NF,J07-U01,computation,Special Purpose Registers:,1
164,1132853792,R03-M1-NF,R03,M1,NF,J07-U01,computation,lr=0x0029fcac cr=0x24424242 xer=0x20000002 ctr=0x002701f8,1
165,1132853792,R03-M1-NF,R03,M1,NF,J07-U01,computation,msr=0x0002f900 dear=0x00000000 esr=0x00000000 fpscr=0x86004000,1
166,1132853792,R03-M1-NF,R03,M1,NF,J07-U01,computation,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,1
167,1132853792,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Status and Control Register: 0x86004000,1
168,1132853793,R03-M1-NF,R03,M1,NF,J07-U01,computation,exception summary........................1,1
169,1132853793,R03-M1-NF,R03,M1,NF,J07-U01,computation,enabled exception summary................0,1
170,1132853793,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception summary......0,1
171,1132853793,R03-M1-NF,R03,M1,NF,J07-U01,computation,overflow exception.......................0,1
172,1132853793,R03-M1-NF,R03,M1,NF,J07-U01,computation,underflow exception......................0,1
173,1132853793,R03-M1-NF,R03,M1,NF,J07-U01,computation,divide-by-zero exception.................1,1
174,1132853793,R03-M1-NF,R03,M1,NF,J07-U01,computation,inexact exception........................1,1
175,1132853794,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (SNAN)...........................0,1
176,1132853794,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf-Inf)........................0,1
177,1132853794,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Inf)........................0,1
178,1132853794,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Zero/Zero)......................0,1
179,1132853794,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Zero).......................0,1
180,1132853794,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (compare)........................0,1
181,1132853794,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction rounded.........................0,1
182,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction inexact.........................0,1
183,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,quiet NaN................................0,1
184,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus inf................................0,1
185,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus normalized number..................0,1
186,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus denormalized number................0,1
187,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus zero...............................0,1
188,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus zero................................0,1
189,1132853795,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus denormalized number.................0,1
190,1132853796,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus normalized number...................1,1
191,1132853796,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus infinity............................0,1
192,1132853796,R03-M1-NF,R03,M1,NF,J07-U01,computation,reserved.................................0,1
193,1132853796,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (software)...0,1
194,1132853796,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (sqrt).......0,1
195,1132853796,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (int cnvt)...0,1
196,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable invalid operation exceptions......0,1
197,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable overflow exceptions...............0,1
198,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable underflow exceptions..............0,1
199,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable divide-by-zero exceptions.........0,1
200,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable inexact exceptions................0,1
201,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable non-IEEE mode.....................0,1
202,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,round nearest............................0,1
203,1132853797,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward zero........................0,1
204,1132853798,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward +infinity...................0,1
205,1132853798,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward -infinity...................0,1
206,1132853798,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Registers:,1
207,1132853798,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr0=0x86969d4b 40141f81 00000000 40cb5480,1
208,1132853798,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr1=0x00000000 00000000 dd8c2f90 407949f7,1
209,1132853798,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr2=0x00000000 00000000 88b002f3 c09966d9,1
210,1132853798,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr3=0x00000000 00000000 a053eb13 4064f401,1
211,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr4=0x00000000 00000000 724b8988 bfdea458,1
212,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr5=0x1d510b54 c0252d92 dc69a17b 3fa38ba0,1
213,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr6=0x7465cb32 401eddf7 ae4ee1be bfaf15cf,1
214,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr7=0xe508d3f8 bfe0ae17 d4864bce c073268b,1
215,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr8=0x69a6bc29 bff1b01d 399b8aa9 3f961734,1
216,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr9=0xe43d6222 c056491e 00000000 c01c0000,1
217,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr10=0x95da9e49 3fc8c65b 00000000 401c0000,1
218,1132853799,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr11=0x86ee5e54 3fdd6b5e 724b8988 bfdea458,1
219,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr12=0xa3205913 c08fbc1d 93697062 3fd219f0,1
220,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr13=0x00000000 08f01338 a05ee3ee bf99fa89,1
221,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr14=0xffffffff ffffffff c200fd1c 3f5fd606,1
222,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr15=0xffffffff ffffffff b0582b4a bf7fc32d,1
223,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr16=0xffffffff ffffffff 34fa971c bf6b4ecc,1
224,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr17=0xffffffff ffffffff b9c5f097 3feff9db,1
225,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr18=0xffffffff ffffffff 80000000 c3300000,1
226,1132853800,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr19=0xffffffff ffffffff d6ab5368 3f553959,1
227,1132853801,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr20=0xffffffff ffffffff 00000000 3fd80000,1
228,1132853801,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr21=0xffffffff ffffffff 00000000 bfd40000,1
229,1132853801,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr22=0xffffffff ffffffff 00000000 bff00000,1
230,1132853801,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr23=0xffffffff ffffffff 00000000 3fe00000,1
231,1132853801,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr24=0xffffffff ffffffff bc6a7efa bf489374,1
232,1132853801,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr25=0xffffffff ffffffff aa82f4e3 3f36fdae,1
233,1132853801,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr26=0xffffffff ffffffff 00000000 bfe00000,1
234,1132853802,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr27=0xffffffff ffffffff 211a6973 3eda90b7,1
235,1132853802,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr28=0xffffffff ffffffff d6ab5368 3f653959,1
236,1132853802,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr29=0xffffffff ffffffff 00000000 408f4000,1
237,1132853802,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr30=0xffffffff ffffffff 00000000 3ff00000,1
238,1132853802,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr31=0xffffffff ffffffff 00000000 00000000,1
239,1132853802,R03-M1-NF,R03,M1,NF,J07-U01,computation,rts panic! - stopping execution,1
240,1133051990,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check interrupt (bit=0x10): L2 dcache unit read return parity error,2
241,1133051990,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address: 0x002a2560,2
242,1133051990,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine Check Status Register: 0xa0000000,2
243,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check summary.............1,2
244,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction plb error.............0,2
245,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,data read plb error...............1,2
246,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,data write plb error..............0,2
247,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,tlb error.........................0,2
248,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,i-cache parity error..............0,2
249,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache search parity error.......0,2
250,1133051991,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache flush parity error........0,2
251,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,imprecise machine check...........0,2
252,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine State Register: 0x0002f900,2
253,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,wait state enable.................0,2
