,Window,Tuples
195,196,75
196,197,75
197,198,75
198,199,75
199,200,75
200,201,75
201,202,75
202,203,75
203,204,75
204,205,75
205,206,75
206,207,75
207,208,75
208,209,75
209,210,75
210,211,75
211,212,75
212,213,75
213,214,75
214,215,75
215,216,75
216,217,75
217,218,75
218,219,75
219,220,75
220,221,75
221,222,75
222,223,75
223,224,75
224,225,75
225,226,75
226,227,75
227,228,75
228,229,75
229,230,75
230,231,74
231,232,74
232,233,74
233,234,74
234,235,74
235,236,74
236,237,74
237,238,74
238,239,74
239,240,74
240,241,74
241,242,74
242,243,74
243,244,74
244,245,74
245,246,74
246,247,74
247,248,74
248,249,74
249,250,74
250,251,74
251,252,73
252,253,73
253,254,73
254,255,73
255,256,73
256,257,73
257,258,73
258,259,73
259,260,73
260,261,73
261,262,73
262,263,72
263,264,72
264,265,72
265,266,72
266,267,72
267,268,72
268,269,72
269,270,72
270,271,72
271,272,72
272,273,72
273,274,72
274,275,72
275,276,72
276,277,72
277,278,72
278,279,72
279,280,72
280,281,72
281,282,72
282,283,72
283,284,72
284,285,72
285,286,72
286,287,72
287,288,72
288,289,72
289,290,72
290,291,72
291,292,72
292,293,72
293,294,72
294,295,72
295,296,72
296,297,72
297,298,72
298,299,72
299,300,72
300,301,72
301,302,72
302,303,72
303,304,72
304,305,72
305,306,72
306,307,72
307,308,72
308,309,72
309,310,72
310,311,72
311,312,72
312,313,72
313,314,72
314,315,72
315,316,72
316,317,72
317,318,72
318,319,72
319,320,72
320,321,72
321,322,72
322,323,72
323,324,72
324,325,72
325,326,72
326,327,72
327,328,72
328,329,72
329,330,72
330,331,72
331,332,72
332,333,72
333,334,72
334,335,72
335,336,72
336,337,72
337,338,72
338,339,72
339,340,72
340,341,72
341,342,72
342,343,72
343,344,72
344,345,72
345,346,72
346,347,72
347,348,72
348,349,72
349,350,72
350,351,72
351,352,72
352,353,72
353,354,72
354,355,72
355,356,72
356,357,72
357,358,72
358,359,72
359,360,72
360,361,72
361,362,72
362,363,72
363,364,72
364,365,72
365,366,72
366,367,72
367,368,72
368,369,72
369,370,72
370,371,72
371,372,72
372,373,72
373,374,72
374,375,72
375,376,72
376,377,72
377,378,72
378,379,72
379,380,72
380,381,72
381,382,72
382,383,72
383,384,72
384,385,72
385,386,72
386,387,72
387,388,72
388,389,72
389,390,72
390,391,72
391,392,72
392,393,72
393,394,72
394,395,72
395,396,72
396,397,72
397,398,72
398,399,72
399,400,72
400,401,72
401,402,72
402,403,72
403,404,72
404,405,72
405,406,72
406,407,72
407,408,72
408,409,72
409,410,72
410,411,72
411,412,72
412,413,72
413,414,72
414,415,72
415,416,72
416,417,72
417,418,72
418,419,72
419,420,72
420,421,72
421,422,72
422,423,72
423,424,72
424,425,72
425,426,72
426,427,72
427,428,72
428,429,72
429,430,72
430,431,72
431,432,72
432,433,72
433,434,72
434,435,72
435,436,72
436,437,72
437,438,72
438,439,72
439,440,72
440,441,72
441,442,72
442,443,72
443,444,72
444,445,72
445,446,72
446,447,72
447,448,72
448,449,72
449,450,72
450,451,72
451,452,72
452,453,72
453,454,72
454,455,72
455,456,72
456,457,72
457,458,72
458,459,72
459,460,72
460,461,72
461,462,72
462,463,72
463,464,72
464,465,72
465,466,72
466,467,72
467,468,72
468,469,72
469,470,72
470,471,72
471,472,72
472,473,72
473,474,72
474,475,72
475,476,72
476,477,72
477,478,72
478,479,72
479,480,72
480,481,72
481,482,72
482,483,72
483,484,72
484,485,72
485,486,72
486,487,72
487,488,72
488,489,72
489,490,72
490,491,72
491,492,72
492,493,72
493,494,72
494,495,72
495,496,72
496,497,72
497,498,72
498,499,72
