,Window,Tuples
265,266,95
266,267,95
267,268,95
268,269,95
269,270,95
270,271,95
271,272,95
272,273,95
273,274,95
274,275,95
275,276,95
276,277,95
277,278,95
278,279,95
279,280,95
280,281,95
281,282,95
282,283,95
283,284,95
284,285,95
285,286,95
286,287,95
287,288,95
288,289,95
289,290,95
290,291,95
291,292,95
292,293,95
293,294,95
294,295,95
295,296,95
296,297,95
297,298,95
298,299,95
299,300,95
300,301,95
301,302,95
302,303,95
303,304,95
304,305,94
305,306,94
306,307,94
307,308,94
308,309,94
309,310,94
310,311,94
311,312,94
312,313,94
313,314,94
314,315,94
315,316,94
316,317,94
317,318,94
318,319,94
319,320,94
320,321,94
321,322,94
322,323,94
323,324,94
324,325,94
325,326,94
326,327,94
327,328,94
328,329,94
329,330,94
330,331,94
331,332,94
332,333,94
333,334,94
334,335,94
335,336,94
336,337,94
337,338,94
338,339,94
339,340,94
340,341,94
341,342,94
342,343,94
343,344,94
344,345,94
345,346,94
346,347,94
347,348,94
348,349,93
349,350,93
350,351,93
351,352,93
352,353,93
353,354,93
354,355,93
355,356,93
356,357,92
357,358,92
358,359,92
359,360,92
360,361,92
361,362,92
362,363,92
363,364,92
364,365,92
365,366,92
366,367,91
367,368,91
368,369,91
369,370,91
370,371,91
371,372,91
372,373,91
373,374,91
374,375,91
375,376,91
376,377,91
377,378,91
378,379,91
379,380,91
380,381,91
381,382,91
382,383,91
383,384,91
384,385,91
385,386,91
386,387,91
387,388,91
388,389,91
389,390,91
390,391,91
391,392,91
392,393,91
393,394,91
394,395,91
395,396,91
396,397,91
397,398,91
398,399,91
399,400,91
400,401,91
401,402,91
402,403,91
403,404,91
404,405,91
405,406,91
406,407,91
407,408,91
408,409,91
409,410,91
410,411,91
411,412,91
412,413,91
413,414,91
414,415,91
415,416,91
416,417,91
417,418,91
418,419,91
419,420,91
420,421,91
421,422,91
422,423,91
423,424,91
424,425,91
425,426,91
426,427,91
427,428,91
428,429,91
429,430,91
430,431,91
431,432,91
432,433,91
433,434,91
434,435,91
435,436,91
436,437,91
437,438,91
438,439,91
439,440,91
440,441,91
441,442,91
442,443,91
443,444,91
444,445,91
445,446,91
446,447,91
447,448,91
448,449,91
449,450,91
450,451,90
451,452,90
452,453,90
453,454,90
454,455,90
455,456,90
456,457,90
457,458,90
458,459,90
459,460,90
460,461,89
461,462,89
462,463,89
463,464,89
464,465,88
465,466,88
466,467,88
467,468,88
468,469,88
469,470,88
470,471,88
471,472,88
472,473,88
473,474,88
474,475,88
475,476,88
476,477,88
477,478,88
478,479,88
479,480,88
480,481,88
481,482,88
482,483,88
483,484,88
484,485,88
485,486,88
486,487,88
487,488,88
488,489,88
489,490,88
490,491,88
491,492,88
492,493,88
493,494,88
494,495,88
495,496,88
496,497,88
497,498,88
498,499,88
