,Window,Tuples
273,274,95
274,275,95
275,276,95
276,277,95
277,278,95
278,279,95
279,280,95
280,281,95
281,282,95
282,283,95
283,284,95
284,285,95
285,286,95
286,287,95
287,288,95
288,289,95
289,290,95
290,291,95
291,292,95
292,293,95
293,294,95
294,295,95
295,296,95
296,297,95
297,298,95
298,299,95
299,300,95
300,301,95
301,302,95
302,303,95
303,304,95
304,305,95
305,306,95
306,307,95
307,308,95
308,309,95
309,310,95
310,311,95
311,312,95
312,313,95
313,314,95
314,315,95
315,316,95
316,317,95
317,318,95
318,319,95
319,320,95
320,321,95
321,322,95
322,323,95
323,324,95
324,325,95
325,326,95
326,327,95
327,328,95
328,329,95
329,330,95
330,331,95
331,332,95
332,333,95
333,334,95
334,335,95
335,336,95
336,337,95
337,338,95
338,339,95
339,340,95
340,341,95
341,342,95
342,343,95
343,344,95
344,345,94
345,346,94
346,347,94
347,348,94
348,349,94
349,350,94
350,351,94
351,352,94
352,353,94
353,354,94
354,355,94
355,356,94
356,357,93
357,358,93
358,359,93
359,360,93
360,361,93
361,362,93
362,363,93
363,364,93
364,365,93
365,366,93
366,367,93
367,368,93
368,369,92
369,370,92
370,371,92
371,372,92
372,373,92
373,374,92
374,375,92
375,376,92
376,377,92
377,378,92
378,379,92
379,380,92
380,381,92
381,382,92
382,383,92
383,384,92
384,385,92
385,386,92
386,387,92
387,388,92
388,389,92
389,390,92
390,391,92
391,392,92
392,393,92
393,394,92
394,395,92
395,396,92
396,397,92
397,398,92
398,399,92
399,400,92
400,401,92
401,402,92
402,403,92
403,404,92
404,405,92
405,406,92
406,407,92
407,408,92
408,409,92
409,410,92
410,411,92
411,412,92
412,413,92
413,414,92
414,415,92
415,416,92
416,417,92
417,418,92
418,419,92
419,420,92
420,421,92
421,422,92
422,423,92
423,424,92
424,425,92
425,426,92
426,427,92
427,428,92
428,429,91
429,430,91
430,431,91
431,432,91
432,433,90
433,434,90
434,435,90
435,436,90
436,437,90
437,438,90
438,439,90
439,440,90
440,441,90
441,442,90
442,443,90
443,444,90
444,445,90
445,446,90
446,447,90
447,448,90
448,449,90
449,450,90
450,451,90
451,452,90
452,453,90
453,454,90
454,455,90
455,456,90
456,457,90
457,458,90
458,459,90
459,460,90
460,461,90
461,462,90
462,463,90
463,464,90
464,465,90
465,466,90
466,467,90
467,468,90
468,469,90
469,470,90
470,471,90
471,472,90
472,473,90
473,474,90
474,475,90
475,476,90
476,477,90
477,478,90
478,479,90
479,480,89
480,481,89
481,482,89
482,483,89
483,484,89
484,485,89
485,486,89
486,487,89
487,488,89
488,489,89
489,490,89
490,491,89
491,492,89
492,493,89
493,494,89
494,495,89
495,496,89
496,497,89
497,498,89
498,499,89
