,Window,Tuples
450,451,96
451,452,96
452,453,96
453,454,96
454,455,96
455,456,96
456,457,96
457,458,96
458,459,96
459,460,96
460,461,96
461,462,96
462,463,96
463,464,96
464,465,96
465,466,96
466,467,96
467,468,96
468,469,96
469,470,96
470,471,96
471,472,96
472,473,96
473,474,96
474,475,96
475,476,96
476,477,96
477,478,96
478,479,96
479,480,96
480,481,96
481,482,96
482,483,96
483,484,96
484,485,96
485,486,96
486,487,96
487,488,96
488,489,96
489,490,96
490,491,96
491,492,96
492,493,96
493,494,96
494,495,96
495,496,96
496,497,96
497,498,95
498,499,95
