,Window,Tuples
460,461,80
461,462,80
462,463,80
463,464,80
464,465,80
465,466,80
466,467,80
467,468,80
468,469,80
469,470,80
470,471,80
471,472,80
472,473,80
473,474,80
474,475,80
475,476,80
476,477,80
477,478,80
478,479,80
479,480,80
480,481,80
481,482,80
482,483,80
483,484,80
484,485,80
485,486,80
486,487,80
487,488,80
488,489,79
489,490,79
490,491,79
491,492,79
492,493,79
493,494,79
494,495,79
495,496,79
496,497,79
497,498,79
498,499,79
