,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
90,1128801670,R66-M0-N6,R66,M0,N6,J02-U01,computation,machine check interrupt,13
91,1128801671,R66-M0-N6,R66,M0,N6,J02-U01,computation,instruction address: 0x001e2b60,13
92,1128801671,R66-M0-N6,R66,M0,N6,J02-U01,computation,machine check status register: 0x81000000,13
93,1128801671,R66-M0-N6,R66,M0,N6,J02-U01,computation,summary...........................1,13
94,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation,instruction plb error.............0,13
95,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation,data read plb error...............0,13
96,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation,data write plb error..............0,13
97,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation,tlb error.........................0,13
98,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation,i-cache parity error..............0,13
99,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation,d-cache search parity error.......0,13
100,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation,d-cache flush parity error........1,13
101,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation,imprecise machine check...........0,13
102,1128801674,R66-M0-N6,R66,M0,N6,J02-U01,computation,machine state register: 0x0002f900,13
103,1128801675,R66-M0-N6,R66,M0,N6,J02-U01,computation,wait state enable.................0,13
104,1128801676,R66-M0-N6,R66,M0,N6,J02-U01,computation,critical input interrupt enable...1,13
105,1128801680,R66-M0-N6,R66,M0,N6,J02-U01,computation,external input interrupt enable...1,13
106,1128801686,R66-M0-N6,R66,M0,N6,J02-U01,computation,problem state (0=sup,13
107,1128801696,R66-M0-N6,R66,M0,N6,J02-U01,computation,floating point instr. enabled.....1,13
108,1128801708,R66-M0-N6,R66,M0,N6,J02-U01,computation,machine check enable..............1,13
109,1128801722,R66-M0-N6,R66,M0,N6,J02-U01,computation,floating pt ex mode 0 enable......1,13
110,1128844147,R37-M1-N6,R37,M1,N6,J09-U11,computation,machine check interrupt,14
111,1128844147,R37-M1-N6,R37,M1,N6,J09-U11,computation,instruction address: 0x00016f20,14
112,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation,machine check status register: 0x81000000,14
113,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation,summary...........................1,14
114,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation,instruction plb error.............0,14
115,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation,data read plb error...............0,14
116,1128844149,R37-M1-N6,R37,M1,N6,J09-U11,computation,data write plb error..............0,14
117,1128844149,R37-M1-N6,R37,M1,N6,J09-U11,computation,tlb error.........................0,14
118,1128844149,R37-M1-N6,R37,M1,N6,J09-U11,computation,i-cache parity error..............0,14
119,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation,d-cache search parity error.......0,14
120,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation,d-cache flush parity error........1,14
121,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation,imprecise machine check...........0,14
122,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation,machine state register: 0x00003000,14
123,1128844151,R37-M1-N6,R37,M1,N6,J09-U11,computation,wait state enable.................0,14
124,1128844151,R37-M1-N6,R37,M1,N6,J09-U11,computation,critical input interrupt enable...0,14
125,1128844151,R37-M1-N6,R37,M1,N6,J09-U11,computation,external input interrupt enable...0,14
126,1128844157,R37-M1-N6,R37,M1,N6,J09-U11,computation,problem state (0=sup,14
127,1128844172,R37-M1-N6,R37,M1,N6,J09-U11,computation,floating point instr. enabled.....1,14
128,1128844195,R37-M1-N6,R37,M1,N6,J09-U11,computation,machine check enable..............1,15
129,1128854898,R12-M1-N3,R12,M1,N3,J15-U11,computation,machine check interrupt,16
130,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation,instruction address: 0x001e411c,16
131,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation,machine check status register: 0x81000000,16
132,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation,summary...........................1,16
133,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation,instruction plb error.............0,16
134,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation,data read plb error...............0,16
135,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation,data write plb error..............0,16
136,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation,tlb error.........................0,16
137,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation,i-cache parity error..............0,16
138,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation,d-cache search parity error.......0,16
139,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation,d-cache flush parity error........1,16
140,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation,imprecise machine check...........0,16
141,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation,machine state register: 0x0000f000,16
142,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation,wait state enable.................0,16
143,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation,critical input interrupt enable...0,16
144,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation,external input interrupt enable...1,16
145,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation,problem state (0=sup,16
146,1128854903,R12-M1-N3,R12,M1,N3,J15-U11,computation,floating point instr. enabled.....1,16
147,1128854903,R12-M1-N3,R12,M1,N3,J15-U11,computation,machine check enable..............1,16
148,1128854904,R12-M1-N3,R12,M1,N3,J15-U11,computation,floating pt ex mode 0 enable......0,16
149,1128854909,R12-M1-N3,R12,M1,N3,J15-U11,computation,debug wait enable.................0,16
150,1128854925,R12-M1-N3,R12,M1,N3,J15-U11,computation,debug interrupt enable............0,16
151,1128854948,R12-M1-N3,R12,M1,N3,J15-U11,computation,floating pt ex mode 1 enable......0,17
152,1128854975,R12-M1-N3,R12,M1,N3,J15-U11,computation,instruction address space.........0,18
153,1128867768,R01-M0-ND,R01,M0,ND,J17-U11,computation,machine check interrupt (bit=0x1d): L2 dcache unit data parity error,19
154,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation,instruction address: 0x001e4124,19
155,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation,machine check status register: 0x91800000,19
156,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation,summary...........................1,19
157,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation,instruction plb error.............0,19
158,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation,data read plb error...............0,19
159,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation,data write plb error..............1,19
160,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation,tlb error.........................0,19
161,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation,i-cache parity error..............0,19
162,1128867771,R01-M0-ND,R01,M0,ND,J17-U11,computation,d-cache search parity error.......0,19
163,1128867771,R01-M0-ND,R01,M0,ND,J17-U11,computation,d-cache flush parity error........1,19
164,1128867771,R01-M0-ND,R01,M0,ND,J17-U11,computation,imprecise machine check...........1,19
165,1128867773,R01-M0-ND,R01,M0,ND,J17-U11,computation,machine state register: 0x0002f900,19
166,1128867782,R01-M0-ND,R01,M0,ND,J17-U11,computation,wait state enable.................0,19
167,1128867802,R01-M0-ND,R01,M0,ND,J17-U11,computation,critical input interrupt enable...1,20
168,1128867826,R01-M0-ND,R01,M0,ND,J17-U11,computation,external input interrupt enable...1,21
169,1128867851,R01-M0-ND,R01,M0,ND,J17-U11,computation,problem state (0=sup,22
170,1128868257,R27-M1-N8,R27,M1,N8,J10-U01,computation,machine check interrupt (bit=0x06): L3 major internal error,23
171,1128894889,R45-M1-NC,R45,M1,NC,J14-U01,computation,machine check interrupt,24
172,1128894889,R45-M1-NC,R45,M1,NC,J14-U01,computation,instruction address: 0x0023d160,24
173,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation,machine check status register: 0x82000000,24
174,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation,summary...........................1,24
175,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation,instruction plb error.............0,24
176,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation,data read plb error...............0,24
177,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation,data write plb error..............0,24
178,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation,tlb error.........................0,24
179,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation,i-cache parity error..............0,24
180,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation,d-cache search parity error.......1,24
181,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation,d-cache flush parity error........0,24
182,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation,imprecise machine check...........0,24
183,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation,machine state register: 0x0002f900,24
184,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation,wait state enable.................0,24
185,1128894893,R45-M1-NC,R45,M1,NC,J14-U01,computation,critical input interrupt enable...1,24
186,1128894893,R45-M1-NC,R45,M1,NC,J14-U01,computation,external input interrupt enable...1,24
187,1128894898,R45-M1-NC,R45,M1,NC,J14-U01,computation,problem state (0=sup,24
188,1128894912,R45-M1-NC,R45,M1,NC,J14-U01,computation,floating point instr. enabled.....1,24
189,1128894935,R45-M1-NC,R45,M1,NC,J14-U01,computation,machine check enable..............1,25
190,1128894963,R45-M1-NC,R45,M1,NC,J14-U01,computation,floating pt ex mode 0 enable......1,26
191,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation,machine check interrupt,27
192,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation,instruction address: 0x00016f20,27
193,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation,machine check status register: 0x81000000,27
194,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation,summary...........................1,27
195,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation,instruction plb error.............0,27
196,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation,data read plb error...............0,27
197,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation,data write plb error..............0,27
198,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation,tlb error.........................0,27
199,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation,i-cache parity error..............0,27
200,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation,d-cache search parity error.......0,27
201,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation,d-cache flush parity error........1,27
202,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation,imprecise machine check...........0,27
203,1128925141,R76-M0-N4,R76,M0,N4,J04-U11,computation,machine state register: 0x00003000,27
204,1128925141,R76-M0-N4,R76,M0,N4,J04-U11,computation,wait state enable.................0,27
205,1128925141,R76-M0-N4,R76,M0,N4,J04-U11,computation,critical input interrupt enable...0,27
206,1128925142,R76-M0-N4,R76,M0,N4,J04-U11,computation,external input interrupt enable...0,27
207,1128925143,R76-M0-N4,R76,M0,N4,J04-U11,computation,problem state (0=sup,27
208,1128925163,R76-M0-N4,R76,M0,N4,J04-U11,computation,floating point instr. enabled.....1,28
209,1128925189,R76-M0-N4,R76,M0,N4,J04-U11,computation,machine check enable..............1,29
210,1128925222,R76-M0-N4,R76,M0,N4,J04-U11,computation,floating pt ex mode 0 enable......0,30
211,1128951960,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=ScomError,31
212,1128952075,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,32
213,1128952191,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,33
214,1128952306,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,34
215,1128954084,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,35
216,1128954170,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,36
217,1128954255,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,37
218,1128954340,R44-M1-N1,R44,M1,N1,J09-U11,computation,Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,38
219,1128970689,R10-M1-N6,R10,M1,N6,J14-U01,computation,machine check interrupt (bit=0x1d): L2 dcache unit data parity error,39
220,1128970689,R10-M1-N6,R10,M1,N6,J14-U01,computation,instruction address: 0x0000a374,39
221,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation,machine check status register: 0x91800000,39
222,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation,summary...........................1,39
223,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation,instruction plb error.............0,39
224,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation,data read plb error...............0,39
225,1128970691,R10-M1-N6,R10,M1,N6,J14-U01,computation,data write plb error..............1,39
226,1128970691,R10-M1-N6,R10,M1,N6,J14-U01,computation,tlb error.........................0,39
227,1128970691,R10-M1-N6,R10,M1,N6,J14-U01,computation,i-cache parity error..............0,39
228,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation,d-cache search parity error.......0,39
229,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation,d-cache flush parity error........1,39
230,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation,imprecise machine check...........1,39
231,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation,machine state register: 0x00003000,39
232,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation,wait state enable.................0,39
233,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation,critical input interrupt enable...0,39
234,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation,external input interrupt enable...0,39
235,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation,problem state (0=sup,39
236,1128970694,R10-M1-N6,R10,M1,N6,J14-U01,computation,floating point instr. enabled.....1,39
237,1128970694,R10-M1-N6,R10,M1,N6,J14-U01,computation,machine check enable..............1,39
238,1128970694,R10-M1-N6,R10,M1,N6,J14-U01,computation,floating pt ex mode 0 enable......0,39
239,1128970696,R10-M1-N6,R10,M1,N6,J14-U01,computation,debug wait enable.................0,39
240,1128970812,R10-M1-N6,R10,M1,N6,J14-U01,computation,debug interrupt enable............0,40
241,1129097689,R07-M0-NE,R07,M0,NE,J10-U11,computation,machine check interrupt,41
242,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation,instruction address: 0x004ed230,41
243,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation,machine check status register: 0x81000000,41
244,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation,summary...........................1,41
245,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation,instruction plb error.............0,41
246,1129097691,R07-M0-NE,R07,M0,NE,J10-U11,computation,data read plb error...............0,41
247,1129097699,R07-M0-NE,R07,M0,NE,J10-U11,computation,data write plb error..............0,41
248,1129097709,R07-M0-NE,R07,M0,NE,J10-U11,computation,tlb error.........................0,41
249,1129097726,R07-M0-NE,R07,M0,NE,J10-U11,computation,i-cache parity error..............0,41
250,1129097748,R07-M0-NE,R07,M0,NE,J10-U11,computation,d-cache search parity error.......0,42
251,1129097764,R07-M0-NE,R07,M0,NE,J10-U11,computation,d-cache flush parity error........1,42
252,1129097776,R07-M0-NE,R07,M0,NE,J10-U11,computation,imprecise machine check...........0,42
253,1129098173,R27-M1-N8,R27,M1,N8,J10-U01,computation,machine check interrupt (bit=0x06): L3 major internal error,43
254,1129150933,R52-M1-N9,R52,M1,N9,J04-U11,computation,machine check interrupt,44
255,1129150933,R52-M1-N9,R52,M1,N9,J04-U11,computation,instruction address: 0x00016f20,44
256,1129150934,R52-M1-N9,R52,M1,N9,J04-U11,computation,machine check status register: 0x81000000,44
257,1129150934,R52-M1-N9,R52,M1,N9,J04-U11,computation,summary...........................1,44
258,1129150934,R52-M1-N9,R52,M1,N9,J04-U11,computation,instruction plb error.............0,44
259,1129150935,R52-M1-N9,R52,M1,N9,J04-U11,computation,data read plb error...............0,44
260,1129150935,R52-M1-N9,R52,M1,N9,J04-U11,computation,data write plb error..............0,44
261,1129150935,R52-M1-N9,R52,M1,N9,J04-U11,computation,tlb error.........................0,44
262,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation,i-cache parity error..............0,44
263,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation,d-cache search parity error.......0,44
264,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation,d-cache flush parity error........1,44
265,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation,imprecise machine check...........0,44
266,1129150937,R52-M1-N9,R52,M1,N9,J04-U11,computation,machine state register: 0x00003000,44
267,1129150937,R52-M1-N9,R52,M1,N9,J04-U11,computation,wait state enable.................0,44
268,1129150938,R52-M1-N9,R52,M1,N9,J04-U11,computation,critical input interrupt enable...0,44
269,1129150940,R52-M1-N9,R52,M1,N9,J04-U11,computation,external input interrupt enable...0,44
270,1129150944,R52-M1-N9,R52,M1,N9,J04-U11,computation,problem state (0=sup,44
271,1129150951,R52-M1-N9,R52,M1,N9,J04-U11,computation,floating point instr. enabled.....1,44
272,1129150960,R52-M1-N9,R52,M1,N9,J04-U11,computation,machine check enable..............1,44
273,1129150973,R52-M1-N9,R52,M1,N9,J04-U11,computation,floating pt ex mode 0 enable......0,44
274,1129150986,R52-M1-N9,R52,M1,N9,J04-U11,computation,debug wait enable.................0,44
275,1129150994,R52-M1-N9,R52,M1,N9,J04-U11,computation,debug interrupt enable............0,44
276,1129150999,R52-M1-N9,R52,M1,N9,J04-U11,computation,floating pt ex mode 1 enable......0,44
277,1129150999,R52-M1-N9,R52,M1,N9,J04-U11,computation,instruction address space.........0,44
278,1129151000,R52-M1-N9,R52,M1,N9,J04-U11,computation,data address space................0,44
279,1129151000,R52-M1-N9,R52,M1,N9,J04-U11,computation,core configuration register: 0x00002000,44
280,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation,disable store gathering..................0,44
281,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation,disable apu instruction broadcast........0,44
282,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation,disable trace broadcast..................0,44
283,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation,guaranteed instruction cache block touch.0,44
284,1129151002,R52-M1-N9,R52,M1,N9,J04-U11,computation,guaranteed data cache block touch........1,44
285,1129151002,R52-M1-N9,R52,M1,N9,J04-U11,computation,force load/store alignment...............0,44
